p0_hero,p1_hero,p2_hero,p3_hero,p4_hero,p5_hero,p6_hero,p7_hero,p8_hero,p9_hero,radiant_win
78,52,53,89,33,86,19,29,27,55,FALSE
33,81,10,55,68,66,20,53,39,89,TRUE
46,29,87,55,16,21,25,89,74,90,TRUE
27,89,10,52,61,1,29,53,38,79,TRUE
66,53,45,40,81,52,21,19,10,91,FALSE
89,29,17,46,30,77,19,21,40,55,FALSE
33,27,16,77,74,66,17,62,91,81,FALSE
91,70,46,27,29,33,87,53,1,86,TRUE
46,52,60,53,33,29,61,40,20,10,FALSE
55,87,46,80,16,38,10,78,29,86,FALSE
53,46,89,87,29,40,80,55,41,86,FALSE
74,87,61,60,52,79,10,16,62,33,FALSE
89,21,40,17,29,77,81,14,62,52,FALSE
74,40,86,41,80,3,10,38,66,46,TRUE
29,89,14,53,52,55,19,78,40,33,TRUE
33,74,90,29,48,66,54,39,38,52,FALSE
10,27,29,55,58,52,66,78,80,89,TRUE
91,89,46,27,29,49,33,62,52,86,TRUE
29,74,55,87,1,10,58,39,16,52,TRUE
10,86,27,29,60,66,74,53,79,80,FALSE
39,10,29,86,5,16,40,38,58,46,FALSE
40,46,21,52,79,66,54,62,86,87,TRUE
60,33,68,62,74,66,10,79,38,39,FALSE
53,81,17,55,27,91,66,52,8,83,FALSE
66,81,57,52,49,9,53,37,74,29,TRUE
28,86,80,33,39,49,62,34,66,52,TRUE
81,77,29,74,27,52,1,17,86,21,TRUE
74,41,38,86,40,27,81,13,61,33,TRUE
91,52,66,8,78,89,16,27,39,33,TRUE
91,83,52,8,40,25,70,89,62,86,FALSE
66,39,33,29,8,21,68,53,52,89,FALSE
27,62,10,89,68,28,33,16,74,46,FALSE
27,62,10,89,68,28,33,16,74,46,TRUE
25,17,89,74,53,7,80,34,55,52,FALSE
86,16,40,60,66,21,46,89,33,52,FALSE
66,81,57,52,49,10,21,16,53,61,TRUE
27,29,86,10,58,52,1,66,61,39,FALSE
10,78,5,21,27,91,29,70,52,79,FALSE
66,86,21,77,62,46,80,52,55,58,FALSE
52,29,87,32,40,33,74,10,27,62,FALSE
91,40,74,89,27,29,1,21,86,52,FALSE
74,62,40,60,29,10,66,52,81,16,FALSE
52,74,62,33,29,10,40,39,66,61,FALSE
74,80,41,40,55,33,10,86,27,61,FALSE
74,61,52,81,68,86,16,21,77,40,FALSE
74,32,40,38,86,10,81,87,29,61,TRUE
39,48,55,29,27,33,86,60,87,10,FALSE
33,1,13,27,55,16,86,52,80,39,TRUE
77,29,53,5,46,87,89,14,62,52,FALSE
20,54,55,87,39,86,19,29,27,46,TRUE
17,89,38,27,40,74,33,79,10,53,FALSE
58,77,27,13,33,39,52,20,16,76,TRUE
16,40,46,21,10,86,81,14,61,27,FALSE
81,40,21,86,10,46,58,29,53,16,FALSE
29,11,46,89,52,40,33,80,10,39,TRUE
86,1,21,40,16,74,10,29,38,5,FALSE
79,10,1,27,29,87,62,81,89,52,TRUE
31,21,46,89,91,52,33,47,10,16,TRUE
16,86,21,79,1,38,8,33,74,52,TRUE
58,52,46,29,21,10,40,54,62,66,TRUE
5,16,10,81,52,21,29,61,39,66,FALSE
21,10,38,66,5,52,62,74,89,16,TRUE
74,33,40,41,55,87,10,21,89,79,TRUE
78,10,66,55,27,52,77,16,39,21,FALSE
86,21,8,78,58,46,19,91,29,52,FALSE
17,53,19,52,29,74,60,21,66,40,TRUE
86,19,29,91,33,1,40,13,53,50,FALSE
86,1,40,29,21,91,62,13,19,66,TRUE
39,10,33,16,86,91,89,29,19,40,FALSE
40,38,74,10,33,52,41,78,29,27,TRUE
74,16,40,10,87,58,1,21,86,79,FALSE
33,1,86,39,40,79,32,21,10,52,FALSE
77,10,74,51,91,46,53,87,60,33,TRUE
66,5,1,74,21,58,52,61,29,10,FALSE
66,5,80,81,46,40,86,78,10,62,FALSE
78,61,52,46,40,53,35,90,27,70,TRUE
58,86,80,55,27,77,30,74,39,33,FALSE
52,21,81,56,91,12,86,27,87,55,TRUE
33,65,8,40,55,52,63,29,20,46,TRUE
80,79,52,27,81,58,65,31,1,63,TRUE
11,5,66,65,33,52,58,16,17,46,TRUE
53,54,74,20,40,66,8,14,52,62,FALSE
80,8,21,27,55,74,78,65,58,3,TRUE
5,66,54,55,46,74,40,80,39,16,TRUE
39,29,27,89,38,40,66,21,8,46,TRUE
40,33,1,21,86,13,65,19,20,46,FALSE
37,85,64,89,39,33,34,29,54,53,TRUE
33,9,21,29,86,58,65,17,85,89,FALSE
63,49,64,81,33,74,29,21,89,87,FALSE
33,48,65,27,55,91,81,21,66,39,FALSE
39,64,46,20,85,21,34,52,41,29,TRUE
64,81,21,55,58,86,77,13,27,33,TRUE
40,34,62,81,66,21,78,5,29,46,FALSE
29,46,48,64,40,33,81,55,52,62,FALSE
29,76,21,61,87,91,19,80,33,74,TRUE
86,53,65,52,85,1,46,58,27,21,FALSE
79,46,90,64,1,52,81,41,21,40,TRUE
27,56,29,33,74,53,41,78,38,87,FALSE
89,73,15,85,65,81,64,74,14,33,TRUE
51,17,52,8,33,91,89,18,64,9,FALSE
40,65,11,29,74,64,21,86,54,66,TRUE
65,54,50,52,62,39,74,64,81,40,TRUE
40,55,87,66,44,86,33,11,38,53,FALSE
40,53,54,55,46,64,48,29,21,86,TRUE
40,65,54,29,74,66,52,80,8,86,TRUE
86,73,46,33,62,64,16,50,40,89,TRUE
65,7,21,54,68,19,66,29,8,87,FALSE
46,31,29,28,33,40,25,89,62,21,TRUE
40,39,65,28,58,57,33,46,14,55,FALSE
46,29,53,1,86,56,39,52,28,40,TRUE
20,65,11,29,53,86,58,80,21,40,TRUE
39,58,1,21,87,74,86,32,79,52,TRUE
86,19,11,27,33,52,81,65,40,56,FALSE
16,19,86,91,80,58,77,81,37,33,TRUE
74,19,55,29,86,39,87,12,21,52,TRUE
58,14,46,62,91,33,86,65,38,52,FALSE
33,5,39,29,44,90,52,88,89,21,FALSE
64,52,46,85,56,33,86,50,13,89,TRUE
21,1,79,55,33,64,29,52,41,40,TRUE
27,69,62,86,33,74,49,55,77,87,TRUE
21,1,52,53,16,66,62,14,39,40,TRUE
11,65,20,85,33,64,81,58,21,56,TRUE
74,19,79,80,52,5,53,8,81,64,FALSE
52,47,49,55,66,74,65,19,29,64,FALSE
39,29,89,64,69,21,8,33,38,52,TRUE
39,86,29,85,40,58,19,22,91,53,TRUE
37,85,64,89,65,66,53,52,18,91,TRUE
62,65,64,49,66,21,33,1,90,52,TRUE
75,89,65,90,62,8,64,81,29,86,FALSE
65,69,21,64,33,29,11,55,87,39,TRUE
90,76,89,3,21,11,85,8,29,64,TRUE
39,62,19,91,33,16,65,64,81,5,TRUE
74,85,30,80,18,90,81,56,55,91,FALSE
53,41,74,21,5,29,1,3,52,66,TRUE
39,32,80,27,87,53,1,31,74,86,FALSE
65,81,52,62,14,89,60,74,51,64,FALSE
2,9,39,55,29,46,81,52,33,87,TRUE
89,18,9,29,52,80,50,62,53,5,TRUE
52,89,40,29,19,64,3,46,85,56,FALSE
3,46,45,29,65,64,66,89,62,14,TRUE
64,29,8,33,39,74,86,55,78,87,FALSE
11,64,85,29,40,68,52,62,81,39,TRUE
65,90,56,91,81,10,27,29,64,13,TRUE
41,5,55,86,16,53,56,64,85,89,TRUE
40,66,46,29,39,58,11,78,63,64,FALSE
69,81,46,61,5,40,91,39,19,16,TRUE
65,1,40,53,39,8,85,55,86,27,FALSE
52,3,85,46,65,58,54,78,13,64,TRUE
33,85,45,50,55,66,90,52,8,5,TRUE
21,81,64,55,86,1,31,29,79,39,TRUE
53,54,86,29,64,90,3,33,89,88,FALSE
52,86,33,89,39,74,1,38,88,40,TRUE
52,21,11,81,68,66,56,86,64,89,FALSE
5,1,74,33,65,57,62,46,61,27,FALSE
52,61,39,19,40,13,80,16,66,64,TRUE
65,78,46,62,29,52,89,43,45,50,TRUE
64,19,46,90,65,66,28,52,80,3,TRUE
29,81,86,21,52,64,90,60,19,40,FALSE
58,64,55,1,40,91,63,46,52,89,TRUE
57,12,46,62,27,58,21,86,81,91,TRUE
33,86,21,77,74,66,78,52,49,64,FALSE
66,27,89,65,33,77,49,46,62,52,FALSE
66,85,37,52,65,34,23,29,79,64,TRUE
91,83,11,81,52,53,72,51,40,34,TRUE
53,14,58,45,40,25,73,46,64,65,FALSE
64,55,87,41,66,70,21,14,90,91,FALSE
1,46,53,66,64,85,89,39,16,40,TRUE
31,89,46,29,33,66,14,40,64,62,FALSE
86,19,46,90,89,64,3,65,45,56,FALSE
64,57,45,3,76,33,14,46,40,65,FALSE
91,78,11,81,52,57,73,86,27,62,FALSE
29,81,39,55,20,66,83,52,8,27,TRUE
52,61,39,54,40,66,81,13,55,27,FALSE
66,72,29,64,55,65,41,14,21,27,FALSE
29,1,14,33,52,86,19,65,64,61,FALSE
57,14,45,40,55,77,78,39,51,27,FALSE
66,57,52,8,27,64,19,89,62,91,FALSE
64,69,39,90,56,33,65,80,81,52,TRUE
33,54,46,43,52,74,64,5,38,89,TRUE
97,90,46,62,64,65,85,52,86,16,FALSE
65,60,85,3,86,34,39,62,5,52,FALSE
66,1,86,52,55,64,65,89,3,43,FALSE
3,87,46,85,56,29,63,65,64,89,TRUE
77,81,87,55,52,66,64,21,89,65,FALSE
52,87,85,46,56,7,81,65,55,90,FALSE
66,81,14,65,3,53,13,69,52,62,TRUE
7,64,77,62,46,90,86,21,12,29,FALSE
55,19,60,62,64,29,86,87,78,11,TRUE
25,79,81,53,11,19,64,74,65,91,TRUE
39,40,86,78,62,16,25,46,65,21,TRUE
64,5,49,85,55,27,29,90,21,54,FALSE
78,90,39,21,89,64,33,65,8,62,FALSE
11,16,34,65,64,79,1,52,29,74,TRUE
40,80,62,52,74,46,17,29,65,33,FALSE
74,46,90,87,81,64,66,48,80,86,TRUE
53,40,86,62,49,63,29,39,64,17,FALSE
34,1,53,7,64,74,85,89,25,38,TRUE
74,91,33,19,62,39,8,55,64,87,TRUE
74,91,85,86,19,53,81,11,64,90,TRUE
20,48,60,62,86,52,49,39,64,65,FALSE
52,81,74,38,26,65,18,60,62,25,FALSE
87,25,29,46,81,18,55,39,62,90,FALSE
49,86,29,11,52,16,39,90,55,1,TRUE
46,16,87,55,21,69,81,65,78,64,FALSE
33,81,39,21,91,53,29,40,80,74,TRUE
64,16,11,65,33,7,62,89,39,52,FALSE
65,29,14,46,64,40,86,39,85,62,FALSE
54,74,65,64,53,1,60,86,40,29,TRUE
18,86,29,79,34,81,74,53,91,66,TRUE
64,39,55,89,90,41,86,60,20,62,TRUE
19,85,86,29,39,64,21,62,15,66,TRUE
39,28,86,55,33,57,56,60,64,62,FALSE
21,81,53,86,33,2,9,68,85,29,FALSE
91,46,65,18,53,8,81,27,64,62,FALSE
88,81,65,90,9,74,18,19,52,79,TRUE
78,52,45,64,62,74,86,80,53,32,TRUE
86,45,7,62,11,85,64,9,41,90,FALSE
61,64,11,81,52,86,39,33,55,41,FALSE
91,81,9,33,74,69,90,13,56,64,TRUE
31,65,66,19,16,62,85,51,87,64,TRUE
54,74,65,27,53,87,90,39,61,60,TRUE
25,53,46,64,81,39,66,49,62,86,FALSE
46,64,52,78,16,29,39,66,62,80,TRUE
64,33,21,18,52,85,90,12,56,53,FALSE
81,12,97,27,65,91,62,88,90,19,FALSE
64,81,97,53,91,40,74,86,68,18,TRUE
90,85,97,76,16,52,35,39,62,64,TRUE
21,39,65,81,64,74,78,62,16,86,TRUE
8,86,29,78,64,57,65,46,62,3,FALSE
65,1,21,7,5,62,39,64,49,79,TRUE
37,35,46,27,62,17,86,85,39,64,FALSE
18,52,48,50,65,62,86,41,31,16,TRUE
46,52,21,65,29,88,35,68,64,55,FALSE
81,20,74,29,55,16,52,66,63,39,FALSE
53,65,64,74,62,18,87,34,29,20,TRUE
86,87,85,81,40,64,21,46,14,91,FALSE
8,65,19,86,62,58,81,46,64,21,FALSE
58,53,46,19,91,74,85,89,2,40,TRUE
52,81,13,91,62,1,64,29,39,40,TRUE
88,87,29,46,25,55,89,33,85,90,TRUE
11,39,86,78,33,23,87,55,46,20,TRUE
90,89,49,62,64,54,74,33,68,2,TRUE
1,46,14,64,90,79,89,74,52,28,TRUE
65,62,5,39,80,87,74,52,49,81,TRUE
53,81,60,86,5,18,62,39,64,19,TRUE
52,87,46,73,55,58,1,65,64,81,FALSE
86,81,46,90,21,64,18,76,3,65,FALSE
91,90,11,81,64,16,29,66,62,86,FALSE
58,54,66,21,46,65,78,9,19,64,FALSE
27,65,46,89,21,33,64,45,8,55,TRUE
13,29,55,12,25,69,81,65,64,62,FALSE
62,64,46,81,61,40,66,21,49,86,TRUE
3,5,78,18,62,28,64,39,29,52,FALSE
48,66,65,27,85,40,58,81,39,62,TRUE
52,35,18,60,86,74,64,53,54,58,TRUE
39,65,85,29,64,90,74,78,73,86,FALSE
65,78,56,81,50,91,46,40,19,61,TRUE
33,62,46,12,90,3,78,11,81,64,TRUE
65,90,14,19,52,33,54,46,27,55,FALSE
27,64,70,81,78,86,91,97,46,61,FALSE
3,46,85,81,53,91,90,34,19,78,TRUE
90,60,64,11,65,52,66,28,39,21,TRUE
54,53,27,39,29,7,73,74,62,64,TRUE
21,16,65,17,79,29,62,64,60,39,FALSE
38,86,27,17,81,39,66,11,62,64,FALSE
86,8,65,25,81,58,12,55,52,62,TRUE
21,52,78,81,55,91,11,29,86,14,TRUE
86,33,55,17,44,90,68,81,1,62,TRUE
60,87,81,55,25,97,89,78,64,62,TRUE
66,81,8,52,55,88,86,29,11,64,FALSE
87,33,64,65,11,89,20,29,39,62,FALSE
65,74,64,80,34,20,38,66,85,39,TRUE
28,53,27,86,78,5,62,74,46,66,TRUE
26,40,78,16,89,18,33,62,52,46,FALSE
33,11,14,55,64,86,60,65,52,89,FALSE
86,78,2,64,61,52,48,46,8,18,FALSE
85,64,13,81,91,60,86,39,62,55,TRUE
81,40,39,65,29,64,68,46,18,56,FALSE
90,55,97,81,91,21,87,56,85,64,TRUE
19,87,81,65,25,64,51,21,89,91,TRUE
64,55,14,28,91,46,13,81,62,25,TRUE
79,36,60,65,64,66,39,55,86,81,FALSE
88,28,25,89,39,29,11,60,55,64,TRUE
62,90,80,26,78,21,40,52,39,28,TRUE
53,46,18,33,52,73,78,90,64,80,TRUE
86,66,74,1,27,28,11,39,33,52,TRUE
91,90,11,81,64,28,29,87,46,79,TRUE
60,87,81,65,25,55,78,9,8,64,TRUE
27,46,65,81,68,78,97,19,62,64,FALSE
27,21,77,33,86,1,52,62,39,5,TRUE
81,16,39,52,79,40,64,53,78,86,TRUE
52,54,65,53,40,11,33,64,39,38,TRUE
39,53,27,60,62,52,81,57,49,66,FALSE
90,46,64,33,81,54,40,53,29,34,TRUE
27,40,80,55,16,88,64,39,62,89,FALSE
62,87,81,55,25,92,1,46,64,89,TRUE
33,35,39,52,55,88,64,19,65,25,FALSE
17,62,54,64,90,28,81,57,52,66,TRUE
39,78,86,64,53,60,62,52,55,18,FALSE
91,85,9,19,90,15,86,62,34,57,TRUE
17,53,46,29,64,55,31,34,62,52,TRUE
65,85,86,41,40,29,31,30,62,46,TRUE
86,81,21,52,46,2,62,39,19,64,TRUE
91,97,46,19,87,58,81,78,52,62,FALSE
5,18,46,66,80,64,3,39,89,85,TRUE
64,52,74,65,85,87,66,55,18,53,TRUE
86,25,46,18,62,64,3,65,49,26,TRUE
48,87,65,16,62,58,18,46,80,91,TRUE
65,86,14,53,91,18,64,39,62,87,TRUE
25,21,62,68,81,18,91,13,66,57,FALSE
58,64,46,18,36,91,61,55,70,33,FALSE
85,39,62,15,40,64,21,16,81,91,FALSE
86,52,33,47,46,64,60,56,85,39,TRUE
64,52,18,46,21,91,14,62,19,79,FALSE
21,81,64,38,33,18,90,14,51,39,FALSE
86,52,28,29,65,62,46,8,16,79,TRUE
90,55,97,81,91,66,60,45,85,64,TRUE
52,19,97,62,90,53,64,46,28,21,TRUE
39,38,56,66,52,19,74,33,86,21,TRUE
63,23,11,36,59,53,1,7,32,67,TRUE
18,86,1,91,58,39,62,80,33,64,FALSE
86,90,85,46,80,66,16,55,3,61,TRUE
16,97,46,64,8,90,60,62,40,11,FALSE
78,21,81,55,25,86,76,46,85,40,FALSE
8,86,65,40,92,85,64,12,46,57,TRUE
39,91,18,29,79,86,90,55,54,65,FALSE
79,85,92,9,64,53,74,12,90,65,FALSE
92,64,81,56,65,18,91,97,25,13,FALSE
86,52,62,18,80,11,85,64,97,90,TRUE
33,18,52,86,55,77,39,62,81,64,TRUE
58,18,46,87,21,91,64,19,97,52,FALSE
97,65,52,55,18,79,53,46,62,28,TRUE
85,86,55,18,56,33,78,46,64,63,FALSE
33,40,18,55,65,90,60,62,41,27,FALSE
19,62,3,91,29,97,21,18,87,64,FALSE
86,85,18,11,26,21,39,38,29,64,TRUE
86,8,90,78,62,79,18,58,46,85,TRUE
8,15,62,40,64,33,90,76,85,46,FALSE
66,13,55,81,86,53,29,46,62,64,FALSE
66,81,74,68,65,55,85,9,62,87,TRUE
25,64,60,54,55,91,62,18,29,90,FALSE
27,62,55,81,33,66,64,46,89,97,FALSE
97,44,55,33,86,64,25,56,39,18,FALSE
90,41,65,27,38,56,33,39,86,21,TRUE
34,90,25,46,81,66,47,85,14,40,FALSE
86,25,60,18,62,97,54,55,64,52,TRUE
97,66,19,55,20,64,90,39,56,81,TRUE
14,55,86,81,79,53,64,46,89,97,FALSE
64,53,3,81,91,87,54,46,97,33,TRUE
65,48,33,64,85,52,60,43,18,86,FALSE
33,36,2,21,86,60,48,52,97,20,FALSE
21,18,46,80,52,86,64,41,97,78,FALSE
86,64,39,80,81,62,40,74,41,52,FALSE
18,91,38,79,29,86,55,60,27,41,TRUE
90,97,61,44,27,19,91,55,79,39,TRUE
18,46,55,79,33,53,97,65,19,20,TRUE
25,29,46,89,55,18,64,47,52,97,TRUE
27,29,48,47,55,25,64,46,1,97,TRUE
27,85,33,47,89,64,3,46,60,62,FALSE
86,97,49,27,62,52,64,54,21,46,FALSE
64,29,48,43,55,33,97,62,41,40,TRUE
27,48,60,21,85,86,64,39,80,89,FALSE
16,46,40,80,21,79,97,78,48,52,FALSE
86,64,76,33,89,40,2,60,53,85,TRUE
86,74,33,18,52,38,48,64,90,97,FALSE
60,33,97,64,48,18,40,53,41,52,FALSE
60,33,97,64,48,18,40,53,41,52,TRUE
60,97,81,55,64,18,90,52,51,91,TRUE
91,90,46,52,62,39,64,85,27,17,TRUE
8,86,62,25,18,64,3,46,85,56,FALSE
52,65,61,21,78,86,90,74,85,80,TRUE
39,18,3,55,52,86,54,62,64,13,FALSE
7,62,21,91,81,48,49,65,64,85,TRUE
86,66,46,41,62,3,64,47,29,48,TRUE
53,21,81,46,91,55,62,79,19,40,TRUE
11,91,97,86,78,52,64,54,62,55,FALSE
91,18,55,66,97,85,33,36,86,52,FALSE
55,90,49,78,62,56,44,97,40,85,FALSE
46,38,60,52,55,77,18,21,64,39,FALSE
72,53,97,40,33,52,85,46,1,86,TRUE
64,29,46,89,65,18,61,55,79,40,TRUE
61,46,21,7,33,85,90,64,18,16,TRUE
66,87,46,18,55,56,39,21,40,85,TRUE
53,52,86,73,46,85,18,39,64,56,FALSE
91,97,86,27,18,39,38,64,79,41,FALSE
18,53,52,60,97,39,49,3,33,86,FALSE
8,87,64,97,39,90,21,46,81,91,FALSE
64,67,40,97,85,34,52,46,18,21,FALSE
18,52,46,85,55,81,90,64,14,80,TRUE
39,79,41,55,52,31,46,97,40,18,FALSE
78,1,46,30,21,86,9,39,55,64,TRUE
79,97,41,40,55,62,33,64,18,17,TRUE
86,18,97,21,33,62,48,64,87,13,TRUE
85,33,41,55,64,87,25,46,18,80,TRUE
21,1,66,62,86,64,89,39,55,79,FALSE
77,18,13,65,64,39,29,27,9,62,TRUE
97,33,89,49,25,55,11,90,86,21,FALSE
89,5,33,97,27,13,40,62,86,41,TRUE
39,18,33,52,97,88,11,20,62,64,TRUE
17,33,54,86,38,88,91,18,97,87,FALSE
46,65,62,60,86,50,39,18,5,3,TRUE
21,87,81,65,64,86,18,29,66,46,TRUE
80,18,55,79,33,85,66,41,81,64,FALSE
86,8,62,64,97,33,55,21,79,18,TRUE
86,66,21,39,36,90,81,91,64,55,FALSE
79,5,62,39,9,64,66,86,55,8,FALSE
20,17,55,64,54,66,62,14,21,52,FALSE
2,9,64,18,21,40,90,46,19,55,TRUE
40,60,62,64,14,3,86,38,46,18,TRUE
64,52,53,48,91,62,44,97,40,85,FALSE
86,80,79,23,11,85,52,18,97,53,FALSE
25,65,49,64,18,86,81,79,80,74,FALSE
54,46,65,86,90,20,64,97,62,48,FALSE
81,62,97,91,33,86,14,64,63,46,TRUE
64,39,62,91,47,79,23,46,90,65,FALSE
60,86,18,90,55,64,62,81,21,91,FALSE
86,97,18,40,61,65,87,21,41,90,FALSE
97,18,38,52,87,46,86,81,29,55,TRUE
33,8,54,85,55,64,29,34,46,56,FALSE
60,87,55,52,18,90,53,81,46,91,FALSE
74,64,18,33,55,79,46,21,27,14,FALSE
87,18,62,39,90,64,21,81,91,85,FALSE
85,66,81,1,64,86,9,39,55,33,TRUE
27,60,85,72,62,77,18,39,21,64,TRUE
79,48,85,86,29,72,60,33,97,64,FALSE
86,89,39,97,79,64,8,9,40,21,TRUE
55,25,64,18,39,48,66,85,33,20,FALSE
64,74,29,72,55,85,86,46,34,56,FALSE
81,55,90,12,64,11,33,97,60,29,FALSE
3,29,89,46,62,52,64,48,21,55,TRUE
11,66,60,61,64,21,86,62,41,52,TRUE
18,74,55,79,33,91,81,11,31,64,TRUE
33,9,62,3,65,20,90,55,18,80,FALSE
77,41,46,21,20,56,18,38,64,85,FALSE
86,85,38,54,62,18,72,21,64,65,TRUE
64,3,46,18,65,40,25,97,41,62,FALSE
86,90,97,54,62,66,52,43,8,29,TRUE
18,74,29,20,33,65,86,56,41,64,TRUE
48,33,60,29,64,18,49,57,52,66,FALSE
20,90,46,18,38,41,86,65,40,33,FALSE
8,74,97,20,33,79,18,55,52,53,FALSE
85,41,39,64,62,8,46,53,86,66,TRUE
91,55,86,18,76,61,64,97,90,41,FALSE
2,80,79,21,46,97,66,72,40,18,TRUE
85,41,43,40,39,17,62,89,86,64,TRUE
90,27,81,62,39,33,65,86,64,18,FALSE
61,52,90,18,39,46,49,62,64,25,FALSE
38,54,79,21,46,33,55,39,64,89,FALSE
85,33,60,80,86,21,38,34,18,64,FALSE
86,91,17,19,55,26,11,79,33,39,TRUE
84,64,72,97,55,86,18,65,85,29,TRUE
79,80,34,62,74,97,20,72,55,33,FALSE
91,54,33,25,39,90,30,21,18,55,TRUE
79,64,46,54,21,20,66,29,18,55,FALSE
72,86,33,85,38,64,91,74,62,18,FALSE
33,54,64,55,65,87,25,46,18,62,TRUE
65,64,21,12,90,79,25,46,85,80,FALSE
53,64,33,41,13,91,55,9,79,18,FALSE
29,91,81,55,72,85,54,46,5,64,TRUE
1,90,33,13,55,53,48,20,62,39,FALSE
19,55,21,86,91,52,60,89,39,64,TRUE
64,91,11,62,21,55,86,60,33,48,TRUE
46,86,29,80,65,33,18,62,64,39,FALSE
54,90,55,39,29,74,52,87,18,85,FALSE
45,72,88,86,97,64,58,18,85,74,TRUE
91,54,52,46,80,64,55,66,18,61,FALSE
33,62,18,39,25,81,64,91,35,38,FALSE
78,90,72,86,55,48,74,66,85,79,FALSE
12,46,33,85,90,81,72,91,88,61,TRUE
66,64,72,65,62,80,58,81,46,86,FALSE
64,54,55,39,86,38,91,19,3,46,FALSE
74,86,55,80,33,87,38,11,46,91,TRUE
97,79,38,18,66,46,81,58,68,65,FALSE
97,79,38,18,66,46,81,58,68,65,FALSE
86,2,48,60,62,39,18,64,91,38,FALSE
41,90,54,78,85,64,66,44,46,62,FALSE
35,39,51,5,85,11,64,62,66,54,FALSE
5,38,18,65,39,86,64,46,54,80,FALSE
64,85,18,89,11,54,29,46,33,3,TRUE
89,33,85,76,64,66,86,52,55,78,FALSE
11,87,18,88,64,91,33,38,81,55,TRUE
46,21,20,48,86,33,49,39,64,55,FALSE
66,18,46,65,91,81,8,87,64,90,TRUE
81,86,90,78,39,79,91,72,62,60,FALSE
64,55,39,79,48,88,52,18,46,62,TRUE
86,79,46,48,55,60,40,97,72,87,FALSE
48,39,66,51,79,33,55,86,64,41,TRUE
79,64,89,62,56,33,48,65,60,5,FALSE
64,79,97,55,39,86,25,72,62,46,FALSE
79,91,19,62,39,58,64,55,52,56,FALSE
39,7,90,1,86,48,55,51,66,64,TRUE
40,55,65,86,89,54,48,13,64,62,TRUE
33,48,20,62,39,86,55,46,64,18,TRUE
12,72,58,55,90,64,21,46,81,91,FALSE
48,90,39,65,86,78,80,46,64,55,FALSE
66,52,60,48,97,32,65,33,62,87,TRUE
25,33,89,18,46,14,48,62,66,64,TRUE
91,90,46,18,62,64,55,65,79,9,TRUE
21,91,85,19,38,81,64,66,80,46,TRUE
20,38,18,55,11,79,46,21,64,56,TRUE
55,86,60,65,90,33,12,13,64,62,TRUE
87,48,64,78,62,61,86,81,91,46,FALSE
48,46,66,51,5,79,64,55,85,80,FALSE
65,39,46,3,55,8,91,79,19,62,TRUE
91,78,62,81,64,33,46,55,40,41,FALSE
53,65,48,38,79,55,39,25,72,86,FALSE
66,81,60,55,86,64,62,29,90,48,FALSE
86,48,55,34,66,33,54,64,74,62,FALSE
66,52,60,48,65,91,90,46,19,21,FALSE
8,46,39,64,85,65,19,74,62,79,FALSE
49,39,66,55,79,33,48,65,64,62,FALSE
86,25,72,65,80,40,18,97,58,62,TRUE
8,55,90,65,40,53,48,97,64,33,FALSE
11,79,85,55,64,48,39,86,90,97,FALSE
48,46,27,85,90,91,25,39,18,62,TRUE
64,38,18,11,55,66,53,46,81,91,FALSE
86,25,41,21,65,88,62,46,64,1,FALSE
33,55,39,1,86,66,46,53,18,64,TRUE
20,55,46,89,23,77,48,39,62,64,FALSE
25,18,46,48,65,39,55,64,9,79,TRUE
8,80,46,64,60,86,91,55,56,72,FALSE
86,18,55,60,3,79,21,64,89,48,FALSE
18,55,65,52,41,33,54,72,64,62,TRUE
66,80,65,55,64,33,20,62,85,48,TRUE
55,33,64,54,86,52,53,46,81,91,FALSE
39,86,28,88,62,66,48,46,64,80,FALSE
86,48,38,85,97,58,64,46,18,65,FALSE
78,48,97,5,62,45,39,64,88,55,TRUE
74,33,64,18,62,85,3,56,72,55,FALSE
90,55,78,81,91,46,86,85,1,64,TRUE
58,78,48,64,97,39,18,79,62,86,FALSE
86,90,55,64,81,88,97,46,52,41,FALSE
64,48,53,62,78,85,86,46,72,56,TRUE
48,33,88,3,21,74,91,79,18,62,FALSE
25,18,65,48,62,33,97,55,64,80,TRUE
18,80,39,64,21,33,48,53,74,62,FALSE
48,55,64,90,60,88,39,80,61,87,FALSE
48,53,97,78,40,25,55,46,20,80,FALSE
55,52,60,48,79,64,53,62,54,74,FALSE
64,79,56,55,48,88,46,21,52,80,TRUE
66,29,48,79,62,88,56,14,64,55,TRUE
88,32,39,64,29,79,48,53,55,52,FALSE
64,80,55,79,48,33,53,46,86,34,FALSE
25,54,52,40,62,18,48,46,64,55,FALSE
18,46,48,64,61,66,55,78,79,80,TRUE
52,28,97,40,39,33,46,85,86,80,FALSE
54,33,68,55,86,46,64,72,27,62,FALSE
48,39,88,85,79,55,46,72,64,86,TRUE
60,85,39,41,88,79,64,52,89,55,FALSE
21,91,81,62,61,87,54,29,64,46,TRUE
50,90,81,64,80,86,46,65,52,14,FALSE
80,53,62,52,47,85,64,46,48,55,FALSE
91,11,81,65,25,18,46,97,52,41,TRUE
64,77,74,66,55,91,62,33,21,18,FALSE
65,51,64,79,48,86,90,60,85,62,FALSE
18,91,38,64,85,52,40,46,34,21,TRUE
91,62,81,3,74,54,34,57,25,85,FALSE
